RANKED SIMILARITIES: 1 (converts to 0, then to 0) 
47 34 1.95098207934 (96, 84) mlgrad
47 36 1.95160446122 (54, 45) sloan
47 41 1.95273644418 (0, 0) prof
47 21 1.95769749601 (103, 91) mlgrad
47 50 1.96292783164 (86, 74) sloan
47 69 1.97146506374 (28, 24) 1styeargrad
47 38 1.97304592123 (52, 43) sloan
47 60 1.97370983902 (67, 56) mlgrad
47 39 1.97431528343 (60, 50) mlgrad
47 40 1.98198989339 (98, 86) sloan
47 51 1.98367922438 (58, 49) 1styeargrad
47 25 inf (0, 0) sloan
47 48 inf (0, 0) Germany
47 52 inf (0, 0) 
47 53 inf (43, 37) mlgrad
47 55 inf (0, 0) urop_hd
47 64 inf (66, 55) sloan
47 67 inf (0, 0) sloan
47 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 48 (converts to 0, then to 0) Germany
RANKED SIMILARITIES: 49 (converts to 50, then to 42) mlgrad
49 17 0.718272067923 (0, 0) 5 year media lab
49 70 1.15400319467 (40, 34) mlfrosh
49 26 1.19505625282 (63, 53) 1styeargrad
49 22 1.25955171744 (49, 41) sloan
49 93 1.33458763139 (65, 54) mlgrad
49 11 1.33607976114 (88, 76) 1styeargrad
49 61 1.35142246889 (79, 68) mlfrosh
49 24 1.39702015008 (78, 67) mlfrosh
49 71 1.45178769419 (20, 17) 1styeargrad
49 35 1.48561143329 (0, 0) sloan
49 59 1.49219283472 (7, 5) grad
49 27 1.49652984273 (34, 0) 
49 36 1.49921935763 (54, 45) sloan
49 58 1.51045671145 (33, 29) mlfrosh
49 20 1.54573186196 (74, 63) sloan
49 46 1.55032767383 (93, 81) sloan
49 92 1.5589899461 (46, 39) sloan
49 23 1.61130647855 (61, 51) sloan
49 77 1.62177000669 (89, 77) sloan
49 66 1.70293590536 (42, 36) sloan
49 40 1.82034959742 (98, 86) sloan
49 76 1.85592170383 (82, 71) 1styeargrad
49 80 1.88067798078 (27, 23) mlgrad
49 97 1.88342979722 (22, 19) 1styeargrad
49 2 1.88551893507 (29, 25) mlgrad
49 89 1.88613744139 (26, 22) 1styeargrad
49 94 1.88617050785 (10, 8) mlgrad
49 73 1.88619773416 (70, 59) sloan
49 68 1.88622609181 (38, 33) mlfrosh
49 8 1.88626831236 (18, 0) 
49 96 1.88627118024 (25, 21) mlgrad
49 63 1.88627812681 (36, 31) mlgrad
49 7 1.88629328501 (21, 18) 1styeargrad
49 83 1.88631238423 (5, 3) mlgrad
49 78 1.88632183699 (12, 10) mlgrad
49 88 1.88632183699 (17, 15) mlstaff
49 43 1.88632183699 (101, 89) mlgrad
49 33 1.88632183699 (41, 35) mlstaff
49 95 1.88632183699 (9, 7) professor
49 57 1.88632183699 (23, 20) mlgrad
49 47 1.88632183699 (90, 78) mlgrad
49 15 1.88632183699 (15, 13) 1styeargrad
49 90 1.88632183699 (13, 11) grad
49 91 1.88632183699 (35, 30) mlgrad
49 62 1.88632183699 (104, 92) mlgrad
49 6 1.88632183699 (3, 1) 1styeargrad
49 37 1.88632183699 (94, 82) mlgrad
49 65 1.88632183699 (53, 44) mlgrad
49 79 1.88632183699 (76, 65) sloan
49 30 1.88632183699 (68, 57) mlgrad
49 82 1.88632183699 (83, 72) mlgrad
49 44 1.88632183699 (0, 0) 3rdyeargrad
49 32 1.88632183699 (0, 0) graduated
49 75 1.88632183699 (100, 88) 1styeargrad
49 29 1.88665261724 (4, 2) mlgrad
49 74 1.88948362644 (75, 64) mlgrad
49 45 1.89286679997 (84, 73) sloan
49 85 1.89406409479 (6, 4) mlgrad
49 86 1.90010334427 (8, 6) mlgrad
49 3 1.90023269229 (32, 28) mlfrosh
49 60 1.90135414987 (67, 56) mlgrad
49 31 1.90712400398 (0, 0) sloan
49 18 1.90862530259 (30, 26) mlgrad
49 42 1.91434430239 (51, 0) 
49 10 1.92420526898 (37, 32) mlgrad
49 5 1.92918353559 (24, 0) 
49 14 1.93246746396 (16, 14) 1styeargrad
49 16 1.93669818898 (102, 90) mlurop
49 28 1.93933844365 (0, 0) 6years
49 54 1.93941258401 (91, 0) mlgrad
49 81 1.94123981205 (19, 16) 1styeargrad
49 84 1.94267425566 (77, 66) sloan
49 72 1.94307020432 (81, 70) sloan
49 34 1.95098207934 (96, 84) mlgrad
49 4 1.95206210369 (55, 46) sloan
49 41 1.95273644418 (0, 0) prof
49 9 1.95439414956 (0, 0) mlUrop
49 21 1.95769749601 (103, 91) mlgrad
49 50 1.96289204864 (86, 74) sloan
49 19 1.96688312402 (56, 47) sloan
49 12 1.97045928215 (97, 85) sloan
49 13 1.9704951578 (87, 75) mlstaff
49 69 1.97142255129 (28, 24) 1styeargrad
49 56 1.97284666523 (95, 83) sloan
49 38 1.97304592123 (52, 43) sloan
49 39 1.97431528343 (60, 50) mlgrad
49 51 1.98367922438 (58, 49) 1styeargrad
49 25 inf (0, 0) sloan
49 48 inf (0, 0) Germany
49 52 inf (0, 0) 
49 53 inf (43, 37) mlgrad
49 55 inf (0, 0) urop_hd
49 64 inf (66, 55) sloan
49 67 inf (0, 0) sloan
49 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 50 (converts to 86, then to 74) sloan
50 21 1.01813494449 (103, 91) mlgrad
50 80 1.17064163178 (27, 23) mlgrad
50 72 1.26397106919 (81, 70) sloan
50 38 1.29544856429 (52, 43) sloan
50 62 1.2961091749 (104, 92) mlgrad
50 81 1.35541359039 (19, 16) 1styeargrad
50 57 1.41806878053 (23, 20) mlgrad
50 84 1.42505157885 (77, 66) sloan
50 96 1.43190504487 (25, 21) mlgrad
50 42 1.49787763021 (51, 0) 
50 39 1.53813882415 (60, 50) mlgrad
50 86 1.54899030045 (8, 6) mlgrad
50 10 1.565356756 (37, 32) mlgrad
50 43 1.59024942868 (101, 89) mlgrad
50 28 1.6049121295 (0, 0) 6years
50 74 1.62048348334 (75, 64) mlgrad
50 30 1.63153415606 (68, 57) mlgrad
50 35 1.66567225199 (0, 0) sloan
50 90 1.7918086227 (13, 11) grad
50 37 1.8323062694 (94, 82) mlgrad
50 71 1.96111288674 (20, 17) 1styeargrad
50 46 1.9627169512 (93, 81) sloan
50 49 1.96289204864 (50, 42) mlgrad
50 17 1.96292704085 (0, 0) 5 year media lab
50 78 1.96292704085 (12, 10) mlgrad
50 7 1.96292704085 (21, 18) 1styeargrad
50 68 1.96292704085 (38, 33) mlfrosh
50 14 1.96292704085 (16, 14) 1styeargrad
50 16 1.96292704085 (102, 90) mlurop
50 97 1.96292704085 (22, 19) 1styeargrad
50 15 1.96292704085 (15, 13) 1styeargrad
50 95 1.96292704085 (9, 7) professor
50 27 1.96292704085 (34, 0) 
50 3 1.96292704085 (32, 28) mlfrosh
50 77 1.96292704085 (89, 77) sloan
50 24 1.96292704085 (78, 67) mlfrosh
50 89 1.96292704085 (26, 22) 1styeargrad
50 18 1.96292704085 (30, 26) mlgrad
50 29 1.96292704085 (4, 2) mlgrad
50 63 1.96292704085 (36, 31) mlgrad
50 94 1.96292704085 (10, 8) mlgrad
50 88 1.96292704085 (17, 15) mlstaff
50 76 1.96292704085 (82, 71) 1styeargrad
50 41 1.96292704085 (0, 0) prof
50 65 1.96292704085 (53, 44) mlgrad
50 32 1.96292704085 (0, 0) graduated
50 5 1.96292704085 (24, 0) 
50 8 1.96292704085 (18, 0) 
50 58 1.96292704085 (33, 29) mlfrosh
50 83 1.96292704085 (5, 3) mlgrad
50 20 1.96292730872 (74, 63) sloan
50 91 1.96292742543 (35, 30) mlgrad
50 47 1.96292783164 (90, 78) mlgrad
50 85 1.96292783164 (6, 4) mlgrad
50 66 1.96292783164 (42, 36) sloan
50 54 1.96292783164 (91, 0) mlgrad
50 22 1.96292783164 (49, 41) sloan
50 93 1.96292783164 (65, 54) mlgrad
50 31 1.96292783164 (0, 0) sloan
50 36 1.96292783164 (54, 45) sloan
50 70 1.96292783164 (40, 34) mlfrosh
50 2 1.96292783164 (29, 25) mlgrad
50 44 1.96292783164 (0, 0) 3rdyeargrad
50 59 1.96292783164 (7, 5) grad
50 6 1.96292783164 (3, 1) 1styeargrad
50 11 1.96292783164 (88, 76) 1styeargrad
50 61 1.96292783164 (79, 68) mlfrosh
50 79 1.96292783164 (76, 65) sloan
50 92 1.96292783164 (46, 39) sloan
50 4 1.96292783164 (55, 46) sloan
50 45 1.96292783164 (84, 73) sloan
50 82 1.96292783164 (83, 72) mlgrad
50 34 1.96292783164 (96, 84) mlgrad
50 9 1.96292783164 (0, 0) mlUrop
50 75 1.96292783164 (100, 88) 1styeargrad
50 26 1.96292783164 (63, 53) 1styeargrad
50 33 1.96292783164 (41, 35) mlstaff
50 73 1.96292783164 (70, 59) sloan
50 23 1.96292783164 (61, 51) sloan
50 19 1.96688312402 (56, 47) sloan
50 12 1.97045928215 (97, 85) sloan
50 13 1.9704951578 (87, 75) mlstaff
50 69 1.97146427296 (28, 24) 1styeargrad
50 56 1.97284666523 (95, 83) sloan
50 60 1.97370904824 (67, 56) mlgrad
50 40 1.98198989339 (98, 86) sloan
50 51 1.98367922438 (58, 49) 1styeargrad
50 25 inf (0, 0) sloan
50 48 inf (0, 0) Germany
50 52 inf (0, 0) 
50 53 inf (43, 37) mlgrad
50 55 inf (0, 0) urop_hd
50 64 inf (66, 55) sloan
50 67 inf (0, 0) sloan
50 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 51 (converts to 58, then to 49) 1styeargrad
51 44 1.2402391188 (0, 0) 3rdyeargrad
51 54 1.24639586191 (91, 0) mlgrad
51 18 1.28570499845 (30, 26) mlgrad
51 8 1.3068716996 (18, 0) 
51 89 1.30980881594 (26, 22) 1styeargrad
51 14 1.31721038935 (16, 14) 1styeargrad
51 69 1.44299078291 (28, 24) 1styeargrad
51 83 1.48435859017 (5, 3) mlgrad
51 7 1.54885897609 (21, 18) 1styeargrad
51 75 1.55417305336 (100, 88) 1styeargrad
51 16 1.56161890957 (102, 90) mlurop
51 45 1.57225805511 (84, 73) sloan
51 32 1.59931753116 (0, 0) graduated
51 41 1.6067900618 (0, 0) prof
51 68 1.6113455828 (38, 33) mlfrosh
51 95 1.61303222947 (9, 7) professor
51 79 1.67149709351 (76, 65) sloan
51 73 1.67869565013 (70, 59) sloan
51 88 1.68122968174 (17, 15) mlstaff
51 31 1.69075799806 (0, 0) sloan
51 3 1.69830764393 (32, 28) mlfrosh
51 97 1.70374484405 (22, 19) 1styeargrad
51 40 1.74197341603 (98, 86) sloan
51 33 1.76523210793 (41, 35) mlstaff
51 34 1.77308470037 (96, 84) mlgrad
51 63 1.77618210811 (36, 31) mlgrad
51 37 1.79770764285 (94, 82) mlgrad
51 76 1.81608724144 (82, 71) 1styeargrad
51 94 1.82073097936 (10, 8) mlgrad
51 35 1.89616363948 (0, 0) sloan
51 72 1.91898741599 (81, 70) sloan
51 20 1.92243496734 (74, 63) sloan
51 12 1.92766726595 (97, 85) sloan
51 66 1.98365067942 (42, 36) sloan
51 17 1.98367922438 (0, 0) 5 year media lab
51 78 1.98367922438 (12, 10) mlgrad
51 86 1.98367922438 (8, 6) mlgrad
51 85 1.98367922438 (6, 4) mlgrad
51 47 1.98367922438 (90, 78) mlgrad
51 57 1.98367922438 (23, 20) mlgrad
51 22 1.98367922438 (49, 41) sloan
51 43 1.98367922438 (101, 89) mlgrad
51 90 1.98367922438 (13, 11) grad
51 15 1.98367922438 (15, 13) 1styeargrad
51 84 1.98367922438 (77, 66) sloan
51 24 1.98367922438 (78, 67) mlfrosh
51 27 1.98367922438 (34, 0) 
51 71 1.98367922438 (20, 17) 1styeargrad
51 93 1.98367922438 (65, 54) mlgrad
51 13 1.98367922438 (87, 75) mlstaff
51 46 1.98367922438 (93, 81) sloan
51 60 1.98367922438 (67, 56) mlgrad
51 70 1.98367922438 (40, 34) mlfrosh
51 77 1.98367922438 (89, 77) sloan
51 6 1.98367922438 (3, 1) 1styeargrad
51 29 1.98367922438 (4, 2) mlgrad
51 39 1.98367922438 (60, 50) mlgrad
51 59 1.98367922438 (7, 5) grad
51 36 1.98367922438 (54, 45) sloan
51 38 1.98367922438 (52, 43) sloan
51 62 1.98367922438 (104, 92) mlgrad
51 2 1.98367922438 (29, 25) mlgrad
51 4 1.98367922438 (55, 46) sloan
51 28 1.98367922438 (0, 0) 6years
51 11 1.98367922438 (88, 76) 1styeargrad
51 92 1.98367922438 (46, 39) sloan
51 30 1.98367922438 (68, 57) mlgrad
51 56 1.98367922438 (95, 83) sloan
51 61 1.98367922438 (79, 68) mlfrosh
51 81 1.98367922438 (19, 16) 1styeargrad
51 9 1.98367922438 (0, 0) mlUrop
51 50 1.98367922438 (86, 74) sloan
51 80 1.98367922438 (27, 23) mlgrad
51 82 1.98367922438 (83, 72) mlgrad
51 91 1.98367922438 (35, 30) mlgrad
51 96 1.98367922438 (25, 21) mlgrad
51 5 1.98367922438 (24, 0) 
51 19 1.98367922438 (56, 47) sloan
51 65 1.98367922438 (53, 44) mlgrad
51 26 1.98367922438 (63, 53) 1styeargrad
51 10 1.98367922438 (37, 32) mlgrad
51 21 1.98367922438 (103, 91) mlgrad
51 58 1.98367922438 (33, 29) mlfrosh
51 42 1.98367922438 (51, 0) 
51 23 1.98367922438 (61, 51) sloan
51 49 1.98367922438 (50, 42) mlgrad
51 74 1.98367922438 (75, 64) mlgrad
51 25 inf (0, 0) sloan
51 48 inf (0, 0) Germany
51 52 inf (0, 0) 
51 53 inf (43, 37) mlgrad
51 55 inf (0, 0) urop_hd
51 64 inf (66, 55) sloan
51 67 inf (0, 0) sloan
51 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 52 (converts to 0, then to 0) 
RANKED SIMILARITIES: 53 (converts to 43, then to 37) mlgrad
RANKED SIMILARITIES: 54 (converts to 91, then to 0) mlgrad
54 7 1.10812686925 (21, 18) 1styeargrad
54 44 1.15744021562 (0, 0) 3rdyeargrad
54 18 1.16296166327 (30, 26) mlgrad
54 8 1.17963062726 (18, 0) 
54 14 1.18456858193 (16, 14) 1styeargrad
54 51 1.24639586191 (58, 49) 1styeargrad
54 89 1.27351993099 (26, 22) 1styeargrad
54 16 1.3880731642 (102, 90) mlurop
54 83 1.44613537177 (5, 3) mlgrad
54 68 1.45147249991 (38, 33) mlfrosh
54 32 1.4578487162 (0, 0) graduated
54 75 1.51001830013 (100, 88) 1styeargrad
54 95 1.52983380756 (9, 7) professor
54 41 1.54553274859 (0, 0) prof
54 3 1.56348514001 (32, 28) mlfrosh
54 73 1.58400227922 (70, 59) sloan
54 79 1.60349391389 (76, 65) sloan
54 31 1.63581790802 (0, 0) sloan
54 63 1.63963567268 (36, 31) mlgrad
54 34 1.6445316912 (96, 84) mlgrad
54 45 1.646966677 (84, 73) sloan
54 37 1.66988863678 (94, 82) mlgrad
54 88 1.68486757463 (17, 15) mlstaff
54 97 1.69112720685 (22, 19) 1styeargrad
54 76 1.69342066193 (82, 71) 1styeargrad
54 69 1.70440926936 (28, 24) 1styeargrad
54 94 1.71344999206 (10, 8) mlgrad
54 33 1.71735224885 (41, 35) mlstaff
54 40 1.73120571733 (98, 86) sloan
54 72 1.82426502175 (81, 70) sloan
54 20 1.87263547123 (74, 63) sloan
54 35 1.88605669642 (0, 0) sloan
54 12 1.90391544113 (97, 85) sloan
54 49 1.93941258401 (50, 42) mlgrad
54 17 1.93942531984 (0, 0) 5 year media lab
54 78 1.93942531984 (12, 10) mlgrad
54 86 1.93942531984 (8, 6) mlgrad
54 47 1.93942531984 (90, 78) mlgrad
54 85 1.93942531984 (6, 4) mlgrad
54 90 1.93942531984 (13, 11) grad
54 93 1.93942531984 (65, 54) mlgrad
54 27 1.93942531984 (34, 0) 
54 15 1.93942531984 (15, 13) 1styeargrad
54 22 1.93942531984 (49, 41) sloan
54 57 1.93942531984 (23, 20) mlgrad
54 77 1.93942531984 (89, 77) sloan
54 24 1.93942531984 (78, 67) mlfrosh
54 43 1.93942531984 (101, 89) mlgrad
54 71 1.93942531984 (20, 17) 1styeargrad
54 46 1.93942531984 (93, 81) sloan
54 2 1.93942531984 (29, 25) mlgrad
54 6 1.93942531984 (3, 1) 1styeargrad
54 59 1.93942531984 (7, 5) grad
54 70 1.93942531984 (40, 34) mlfrosh
54 61 1.93942531984 (79, 68) mlfrosh
54 29 1.93942531984 (4, 2) mlgrad
54 92 1.93942531984 (46, 39) sloan
54 62 1.93942531984 (104, 92) mlgrad
54 80 1.93942531984 (27, 23) mlgrad
54 82 1.93942531984 (83, 72) mlgrad
54 91 1.93942531984 (35, 30) mlgrad
54 26 1.93942531984 (63, 53) 1styeargrad
54 28 1.93942531984 (0, 0) 6years
54 65 1.93942531984 (53, 44) mlgrad
54 30 1.93942531984 (68, 57) mlgrad
54 5 1.93942531984 (24, 0) 
54 96 1.93942531984 (25, 21) mlgrad
54 10 1.93942531984 (37, 32) mlgrad
54 58 1.93942531984 (33, 29) mlfrosh
54 23 1.93942531984 (61, 51) sloan
54 42 1.93942531984 (51, 0) 
54 74 1.93942531984 (75, 64) mlgrad
54 81 1.94123981205 (19, 16) 1styeargrad
54 84 1.94267425566 (77, 66) sloan
54 66 1.94581061714 (42, 36) sloan
54 11 1.94757918025 (88, 76) 1styeargrad
54 36 1.95160446122 (54, 45) sloan
54 4 1.9521936406 (55, 46) sloan
54 9 1.95439414956 (0, 0) mlUrop
54 21 1.95769749601 (103, 91) mlgrad
54 50 1.96292783164 (86, 74) sloan
54 19 1.96688312402 (56, 47) sloan
54 13 1.9704951578 (87, 75) mlstaff
54 56 1.97284666523 (95, 83) sloan
54 38 1.97304592123 (52, 43) sloan
54 60 1.97370983902 (67, 56) mlgrad
54 39 1.97431528343 (60, 50) mlgrad
54 25 inf (0, 0) sloan
54 48 inf (0, 0) Germany
54 52 inf (0, 0) 
54 53 inf (43, 37) mlgrad
54 55 inf (0, 0) urop_hd
54 64 inf (66, 55) sloan
54 67 inf (0, 0) sloan
54 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 55 (converts to 0, then to 0) urop_hd
RANKED SIMILARITIES: 56 (converts to 95, then to 83) sloan
56 12 1.04817077338 (97, 85) sloan
56 29 1.22589501796 (4, 2) mlgrad
56 65 1.35969106015 (53, 44) mlgrad
56 9 1.40507817556 (0, 0) mlUrop
56 85 1.44065719649 (6, 4) mlgrad
56 5 1.47611293244 (24, 0) 
56 4 1.50868644653 (55, 46) sloan
56 19 1.50975727475 (56, 47) sloan
56 13 1.53057722968 (87, 75) mlstaff
56 78 1.57026229561 (12, 10) mlgrad
56 82 1.70686825519 (83, 72) mlgrad
56 91 1.71298629203 (35, 30) mlgrad
56 15 1.80339768571 (15, 13) 1styeargrad
56 47 1.88178770271 (90, 78) mlgrad
56 2 1.96687405811 (29, 25) mlgrad
56 8 1.97279119495 (18, 0) 
56 17 1.97284666523 (0, 0) 5 year media lab
56 86 1.97284666523 (8, 6) mlgrad
56 7 1.97284666523 (21, 18) 1styeargrad
56 66 1.97284666523 (42, 36) sloan
56 54 1.97284666523 (91, 0) mlgrad
56 68 1.97284666523 (38, 33) mlfrosh
56 14 1.97284666523 (16, 14) 1styeargrad
56 97 1.97284666523 (22, 19) 1styeargrad
56 22 1.97284666523 (49, 41) sloan
56 43 1.97284666523 (101, 89) mlgrad
56 84 1.97284666523 (77, 66) sloan
56 28 1.97284666523 (0, 0) 6years
56 16 1.97284666523 (102, 90) mlurop
56 27 1.97284666523 (34, 0) 
56 95 1.97284666523 (9, 7) professor
56 35 1.97284666523 (0, 0) sloan
56 63 1.97284666523 (36, 31) mlgrad
56 71 1.97284666523 (20, 17) 1styeargrad
56 93 1.97284666523 (65, 54) mlgrad
56 21 1.97284666523 (103, 91) mlgrad
56 62 1.97284666523 (104, 92) mlgrad
56 90 1.97284666523 (13, 11) grad
56 24 1.97284666523 (78, 67) mlfrosh
56 31 1.97284666523 (0, 0) sloan
56 44 1.97284666523 (0, 0) 3rdyeargrad
56 46 1.97284666523 (93, 81) sloan
56 77 1.97284666523 (89, 77) sloan
56 96 1.97284666523 (25, 21) mlgrad
56 3 1.97284666523 (32, 28) mlfrosh
56 57 1.97284666523 (23, 20) mlgrad
56 70 1.97284666523 (40, 34) mlfrosh
56 11 1.97284666523 (88, 76) 1styeargrad
56 59 1.97284666523 (7, 5) grad
56 81 1.97284666523 (19, 16) 1styeargrad
56 88 1.97284666523 (17, 15) mlstaff
56 89 1.97284666523 (26, 22) 1styeargrad
56 6 1.97284666523 (3, 1) 1styeargrad
56 10 1.97284666523 (37, 32) mlgrad
56 18 1.97284666523 (30, 26) mlgrad
56 36 1.97284666523 (54, 45) sloan
56 37 1.97284666523 (94, 82) mlgrad
56 61 1.97284666523 (79, 68) mlfrosh
56 79 1.97284666523 (76, 65) sloan
56 94 1.97284666523 (10, 8) mlgrad
56 20 1.97284666523 (74, 63) sloan
56 30 1.97284666523 (68, 57) mlgrad
56 50 1.97284666523 (86, 74) sloan
56 69 1.97284666523 (28, 24) 1styeargrad
56 72 1.97284666523 (81, 70) sloan
56 92 1.97284666523 (46, 39) sloan
56 76 1.97284666523 (82, 71) 1styeargrad
56 32 1.97284666523 (0, 0) graduated
56 41 1.97284666523 (0, 0) prof
56 33 1.97284666523 (41, 35) mlstaff
56 45 1.97284666523 (84, 73) sloan
56 75 1.97284666523 (100, 88) 1styeargrad
56 26 1.97284666523 (63, 53) 1styeargrad
56 34 1.97284666523 (96, 84) mlgrad
56 42 1.97284666523 (51, 0) 
56 80 1.97284666523 (27, 23) mlgrad
56 73 1.97284666523 (70, 59) sloan
56 58 1.97284666523 (33, 29) mlfrosh
56 83 1.97284666523 (5, 3) mlgrad
56 23 1.97284666523 (61, 51) sloan
56 49 1.97284666523 (50, 42) mlgrad
56 74 1.97284666523 (75, 64) mlgrad
56 38 1.97304592123 (52, 43) sloan
56 60 1.97370983902 (67, 56) mlgrad
56 39 1.97431528343 (60, 50) mlgrad
56 40 1.98198989339 (98, 86) sloan
56 51 1.98367922438 (58, 49) 1styeargrad
56 25 inf (0, 0) sloan
56 48 inf (0, 0) Germany
56 52 inf (0, 0) 
56 53 inf (43, 37) mlgrad
56 55 inf (0, 0) urop_hd
56 64 inf (66, 55) sloan
56 67 inf (0, 0) sloan
56 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 57 (converts to 23, then to 20) mlgrad
57 86 1.23618141204 (8, 6) mlgrad
57 96 1.31936267877 (25, 21) mlgrad
57 21 1.33010820849 (103, 91) mlgrad
57 62 1.33936865773 (104, 92) mlgrad
57 30 1.36172023788 (68, 57) mlgrad
57 81 1.38617730535 (19, 16) 1styeargrad
57 80 1.38666166382 (27, 23) mlgrad
57 74 1.40712942344 (75, 64) mlgrad
57 38 1.4132154772 (52, 43) sloan
57 50 1.41806878053 (86, 74) sloan
57 10 1.43502019181 (37, 32) mlgrad
57 28 1.4744729601 (0, 0) 6years
57 39 1.47462300443 (60, 50) mlgrad
57 43 1.51224728601 (101, 89) mlgrad
57 84 1.54695472885 (77, 66) sloan
57 42 1.54741213694 (51, 0) 
57 35 1.62562818396 (0, 0) sloan
57 72 1.63194476368 (81, 70) sloan
57 90 1.66416196434 (13, 11) grad
57 37 1.74019379998 (94, 82) mlgrad
57 71 1.80454088681 (20, 17) 1styeargrad
57 7 1.80635504091 (21, 18) 1styeargrad
57 27 1.80635504091 (34, 0) 
57 76 1.80635504091 (82, 71) 1styeargrad
57 32 1.80635504091 (0, 0) graduated
57 58 1.80635504091 (33, 29) mlfrosh
57 83 1.80635504091 (5, 3) mlgrad
57 78 1.80635539321 (12, 10) mlgrad
57 95 1.80635597704 (9, 7) professor
57 94 1.8063561698 (10, 8) mlgrad
57 63 1.80635664395 (36, 31) mlgrad
57 15 1.80635714296 (15, 13) 1styeargrad
57 97 1.80635736096 (22, 19) 1styeargrad
57 91 1.806358041 (35, 30) mlgrad
57 44 1.8063584472 (0, 0) 3rdyeargrad
57 6 1.8063584472 (3, 1) 1styeargrad
57 47 1.8063584472 (90, 78) mlgrad
57 59 1.8063584472 (7, 5) grad
57 92 1.8063584472 (46, 39) sloan
57 2 1.8063584472 (29, 25) mlgrad
57 75 1.8063584472 (100, 88) 1styeargrad
57 82 1.8063584472 (83, 72) mlgrad
57 88 1.80893684612 (17, 15) mlstaff
57 89 1.81467069085 (26, 22) 1styeargrad
57 77 1.82662866876 (89, 77) sloan
57 73 1.84236108036 (70, 59) sloan
57 68 1.8429641032 (38, 33) mlfrosh
57 33 1.84814110633 (41, 35) mlstaff
57 46 1.85765156255 (93, 81) sloan
57 79 1.87152489869 (76, 65) sloan
57 65 1.87225004404 (53, 44) mlgrad
57 20 1.88384063332 (74, 63) sloan
57 8 1.88476285424 (18, 0) 
57 49 1.88632183699 (50, 42) mlgrad
57 29 1.88669048054 (4, 2) mlgrad
57 45 1.89286679997 (84, 73) sloan
57 85 1.89408025537 (6, 4) mlgrad
57 26 1.89595992649 (63, 53) 1styeargrad
57 61 1.8969973693 (79, 68) mlfrosh
57 24 1.9013917194 (78, 67) mlfrosh
57 70 1.90469376557 (40, 34) mlfrosh
57 17 1.90665587461 (0, 0) 5 year media lab
57 31 1.90713596962 (0, 0) sloan
57 18 1.9086218963 (30, 26) mlgrad
57 23 1.91294676133 (61, 51) sloan
57 22 1.91340425886 (49, 41) sloan
57 5 1.92918012931 (24, 0) 
57 14 1.93246405767 (16, 14) 1styeargrad
57 93 1.9338660921 (65, 54) mlgrad
57 16 1.93669686488 (102, 90) mlurop
57 54 1.93942531984 (91, 0) mlgrad
57 3 1.93984821443 (32, 28) mlfrosh
57 11 1.94757918025 (88, 76) 1styeargrad
57 66 1.94786548831 (42, 36) sloan
57 34 1.95098207934 (96, 84) mlgrad
57 36 1.95160446122 (54, 45) sloan
57 4 1.9521936406 (55, 46) sloan
57 41 1.95273553317 (0, 0) prof
57 9 1.95439414956 (0, 0) mlUrop
57 19 1.96688312402 (56, 47) sloan
57 12 1.97045928215 (97, 85) sloan
57 13 1.9704951578 (87, 75) mlstaff
57 69 1.97146382551 (28, 24) 1styeargrad
57 56 1.97284666523 (95, 83) sloan
57 60 1.97370643274 (67, 56) mlgrad
57 40 1.98198989339 (98, 86) sloan
57 51 1.98367922438 (58, 49) 1styeargrad
57 25 inf (0, 0) sloan
57 48 inf (0, 0) Germany
57 52 inf (0, 0) 
57 53 inf (43, 37) mlgrad
57 55 inf (0, 0) urop_hd
57 64 inf (66, 55) sloan
57 67 inf (0, 0) sloan
57 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 58 (converts to 33, then to 29) mlfrosh
58 27 0.667562351278 (34, 0) 
58 46 0.901912535747 (93, 81) sloan
58 71 1.10870393131 (20, 17) 1styeargrad
58 93 1.2451566695 (65, 54) mlgrad
58 92 1.3503234097 (46, 39) sloan
58 70 1.4962153086 (40, 34) mlfrosh
58 59 1.50108666974 (7, 5) grad
58 49 1.51045671145 (50, 42) mlgrad
58 76 1.54238421674 (82, 71) 1styeargrad
58 2 1.5719972714 (29, 25) mlgrad
58 78 1.57279711933 (12, 10) mlgrad
58 63 1.57279837007 (36, 31) mlgrad
58 91 1.57279976712 (35, 30) mlgrad
58 6 1.57280017332 (3, 1) 1styeargrad
58 11 1.57542509585 (88, 76) 1styeargrad
58 44 1.58627978048 (0, 0) 3rdyeargrad
58 17 1.59164427112 (0, 0) 5 year media lab
58 26 1.60225068514 (63, 53) 1styeargrad
58 32 1.60882218642 (0, 0) graduated
58 83 1.61093030519 (5, 3) mlgrad
58 61 1.61145115356 (79, 68) mlfrosh
58 40 1.62831708145 (98, 86) sloan
58 20 1.63484024555 (74, 63) sloan
58 97 1.66346137386 (22, 19) 1styeargrad
58 82 1.67405559884 (83, 72) mlgrad
58 24 1.6816622517 (78, 67) mlfrosh
58 15 1.68191917906 (15, 13) 1styeargrad
58 90 1.6852409933 (13, 11) grad
